variant	canonical	note	source
kursu	kurso	original dictionary spelling	merged from candidate lexicon
kusinti	konsente	original dictionary spelling	merged from candidate lexicon
kusuelo	konsuelo	original dictionary spelling	merged from candidate lexicon
kutsun	kuchon	original dictionary spelling	merged from candidate lexicon
kwakuq	kwaku	PALI orthography / attested surface form	annotated
kwaq	kwa	PALI orthography / attested surface form	annotated
kàbà	kaba	original dictionary spelling	merged from candidate lexicon
küt	kut	original dictionary spelling	merged from candidate lexicon
labanğat	labangat	original dictionary spelling	merged from candidate lexicon
labno	lapno	original dictionary spelling	merged from candidate lexicon
labuyû	labuyu	original dictionary spelling	merged from candidate lexicon
labî	labi	original dictionary spelling	merged from candidate lexicon
laca	laka	original dictionary spelling	merged from candidate lexicon
lacad	lakad	original dictionary spelling	merged from candidate lexicon
lacal	lakal	original dictionary spelling	merged from candidate lexicon
lacam	lakam	original dictionary spelling	merged from candidate lexicon
lacambini	lakambini	original dictionary spelling	merged from candidate lexicon
lacandola	lakandola	original dictionary spelling	merged from candidate lexicon
lacap	lakap	original dictionary spelling	merged from candidate lexicon
lacaranan	lakaranan	original dictionary spelling	merged from candidate lexicon
lacas	lakas	original dictionary spelling	merged from candidate lexicon
lacat	lakat	original dictionary spelling	merged from candidate lexicon
laco	lako	original dictionary spelling	merged from candidate lexicon
lacuas	lakuas	original dictionary spelling	merged from candidate lexicon
lacuatsa	lakuatsa	original dictionary spelling	merged from candidate lexicon
lacusut	lakusut	original dictionary spelling	merged from candidate lexicon
lacâ	laka	original dictionary spelling	merged from candidate lexicon
lacû	laku	original dictionary spelling	merged from candidate lexicon
laganğan	lagangan	original dictionary spelling	merged from candidate lexicon
lagaq	laga	PALI orthography / attested surface form	annotated
lagañas	laganas	original dictionary spelling	merged from candidate lexicon
lagâ	laga	original dictionary spelling	merged from candidate lexicon
lait	lauit	original dictionary spelling	merged from candidate lexicon
lakandula	lakandola	original dictionary spelling	merged from candidate lexicon
lalabul	lura	original dictionary spelling	merged from candidate lexicon
lalû	lalu	original dictionary spelling	merged from candidate lexicon
lambay	lambe	original dictionary spelling	merged from candidate lexicon
lamod	lamud	original dictionary spelling	merged from candidate lexicon
lampacan	lampakan	original dictionary spelling	merged from candidate lexicon
lampe	lampay	original dictionary spelling	merged from candidate lexicon
lamucuc	lamukuc	original dictionary spelling	merged from candidate lexicon
lamukut	lamukuc	original dictionary spelling	merged from candidate lexicon
lamû	lamu	original dictionary spelling	merged from candidate lexicon
lanceta	lanseta	original dictionary spelling	merged from candidate lexicon
langsi	lansi	original dictionary spelling	merged from candidate lexicon
lansî	lansi	original dictionary spelling	merged from candidate lexicon
lantaca	lantaka	original dictionary spelling	merged from candidate lexicon
lapsû	lapsu	original dictionary spelling	merged from candidate lexicon
lapélapé	lapelape	original dictionary spelling	merged from candidate lexicon
lapî	lapi	original dictionary spelling	merged from candidate lexicon
laranğan	larangan	original dictionary spelling	merged from candidate lexicon
largavista	lorgavista	original dictionary spelling	merged from candidate lexicon
laruq	laru	PALI orthography / attested surface form	annotated
lasetas	lanseta	original dictionary spelling	merged from candidate lexicon
lasunâ	lasuna	original dictionary spelling	merged from candidate lexicon
lasâ	lasa	original dictionary spelling	merged from candidate lexicon
lasî	lasi	original dictionary spelling	merged from candidate lexicon
lasû	lasu	original dictionary spelling	merged from candidate lexicon
laticu	latiku	original dictionary spelling	merged from candidate lexicon
latí	lati	original dictionary spelling	merged from candidate lexicon
lauc	laug	original dictionary spelling	merged from candidate lexicon
laug	lauc	original dictionary spelling	merged from candidate lexicon
lecheconhielo	lechekonhielo	original dictionary spelling	merged from candidate lexicon
lehislacion	lehislasion	original dictionary spelling	merged from candidate lexicon
lelanğan	lelangan	original dictionary spelling	merged from candidate lexicon
lengguahi	lengguahe	original dictionary spelling	merged from candidate lexicon
leprosuan	leproso	original dictionary spelling	merged from candidate lexicon
letania	litania	original dictionary spelling	merged from candidate lexicon
letian	lati	original dictionary spelling	merged from candidate lexicon
libacan	libakan	original dictionary spelling	merged from candidate lexicon
libango	bango	original dictionary spelling	merged from candidate lexicon
libanğo	libango	original dictionary spelling	merged from candidate lexicon
liberación	liberasion	original dictionary spelling	merged from candidate lexicon
libî	libi	original dictionary spelling	merged from candidate lexicon
licauc	likauc	original dictionary spelling	merged from candidate lexicon
licencia	lisensia	original dictionary spelling	merged from candidate lexicon
licensiadu	lisensiadu	original dictionary spelling	merged from candidate lexicon
licentiate	lisentiate	original dictionary spelling	merged from candidate lexicon
ligaq	liga	PALI orthography / attested surface form	annotated
ligâ	liga	original dictionary spelling	merged from candidate lexicon
lilu	lilo	original dictionary spelling	merged from candidate lexicon
limbuad	table	original dictionary spelling	merged from candidate lexicon
lindu	lindo	original dictionary spelling	merged from candidate lexicon
lingco	lingko	original dictionary spelling	merged from candidate lexicon
lingcud	lingkud	original dictionary spelling	merged from candidate lexicon
linggasu	ling-gaso	original dictionary spelling	merged from candidate lexicon
lininggasû	lininggasu	original dictionary spelling	merged from candidate lexicon
lininğus	liningus	original dictionary spelling	merged from candidate lexicon
linğal	lingal	original dictionary spelling	merged from candidate lexicon
linğao	lingao	original dictionary spelling	merged from candidate lexicon
linğap	lingap	original dictionary spelling	merged from candidate lexicon
linğapnğap	lingapngap	original dictionary spelling	merged from candidate lexicon
linğasnğas	lingasngas	original dictionary spelling	merged from candidate lexicon
linğat	lingat	original dictionary spelling	merged from candidate lexicon
lipugdung	lipogdung	original dictionary spelling	merged from candidate lexicon
lipunğa	lipunga	original dictionary spelling	merged from candidate lexicon
lirico	liriko	original dictionary spelling	merged from candidate lexicon
lirika	liriko	original dictionary spelling	merged from candidate lexicon
lissiâ	lissia	original dictionary spelling	merged from candidate lexicon
lisû	lisu	original dictionary spelling	merged from candidate lexicon
litsugas	lechugas	original dictionary spelling	merged from candidate lexicon
liturhica	liturhika	original dictionary spelling	merged from candidate lexicon
liturhiya	liturhia	original dictionary spelling	merged from candidate lexicon
locion	losion	original dictionary spelling	merged from candidate lexicon
loco	loko	original dictionary spelling	merged from candidate lexicon
lolocuan	lolokuan	original dictionary spelling	merged from candidate lexicon
looban	loban	original dictionary spelling	merged from candidate lexicon
lotería	loteria	original dictionary spelling	merged from candidate lexicon
loti	lote	original dictionary spelling	merged from candidate lexicon
lualuâ	lualua	original dictionary spelling	merged from candidate lexicon
lualî	luali	original dictionary spelling	merged from candidate lexicon
lucena	lusena	original dictionary spelling	merged from candidate lexicon
lucero	lusero	original dictionary spelling	merged from candidate lexicon
luces	luses	original dictionary spelling	merged from candidate lexicon
lucia	lusia	original dictionary spelling	merged from candidate lexicon
lucifer	lusifer	original dictionary spelling	merged from candidate lexicon
lucub	lukub	original dictionary spelling	merged from candidate lexicon
lucung	lukung	original dictionary spelling	merged from candidate lexicon
lucup	lukup	original dictionary spelling	merged from candidate lexicon
